key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.1016/j.ymeth.2024.04.005	included		2024	AlpaPICO: Extraction of PICO frames from clinical trial documents usi…	extract	method	benchmark	med	medium
doi:10.1016/j.yrtph.2026.106182	included		2026	Automated extraction of toxicological mechanism of action from PubMed…	end2end	system	benchmark	general	medium
doi:10.1016/j.zefq.2023.06.007	included		2023	A narrative review of recent tools and innovations toward automating…	meta	position	none	med	medium
doi:10.1016/s2542-5196(21)00179-0	included		2021	Systematic mapping of global research on climate and health: a machin…	search	method	none	general	medium
doi:10.1017/rsm.2024.16	included		2025	Can machine learning help accelerate article screening for systematic…	screen	evaluation	benchmark	general	medium
doi:10.1017/rsm.2025.1	included		2025	A comprehensive systematic review dataset is a rich resource for trai…	screen	system	benchmark	med	medium
doi:10.1017/rsm.2025.10014	included		2025	Optimal large language models to screen citations for systematic revi…	screen	evaluation	human-agree	med	medium
doi:10.1017/rsm.2025.10030	included		2025	Automating the data extraction process for systematic reviews using G…	extract	system	human-agree	med	medium
doi:10.1017/rsm.2025.10031	included		2025	StudyTypeTeller—Large language models to automatically classify resea…	screen	system	human-agree	med	medium
doi:10.1017/rsm.2025.10034	included		2025	Using large language models to directly screen electronic databases a…	search	evaluation	human-agree	med	medium
doi:10.1017/rsm.2025.10044	included		2025	Compact large language models for title and abstract screening in sys…	screen	evaluation	human-agree	general	medium
doi:10.1017/rsm.2025.10054	included		2025	Beyond human gold standards: A multimodel framework for automated abs…	screen	method	human-agree	med	medium
doi:10.1017/rsm.2025.10065	included		2026	Transforming evidence synthesis: A systematic review of the evolution…	meta	position	none	general	medium
doi:10.1017/rsm.2025.10066	included		2026	What level of automation is “good enough”? A benchmark of large langu…	extract	evaluation	human-agree	med	medium
doi:10.1017/rsm.2025.15	included		2025	Validation of large language models (Llama 3 and ChatGPT-4o mini) for…	screen	evaluation	human-agree	med	medium
doi:10.1017/rsm.2025.16	included		2025	Generative artificial intelligence use in evidence synthesis: A syste…	meta	evaluation	human-agree	general	medium
doi:10.1017/rsm.2026.10080	included		2026	Using <i>Elicit</i> AI research assistant for data extraction in syst…	extract	evaluation	human-agree	general	medium
doi:10.1017/rsm.2026.10093	included		2026	Prompt engineering of large language models for paper screening in me…	screen	evaluation	human-agree	med	medium
doi:10.1017/rsm.2026.10094	included		2026	Large language model-based paper classification framework with key-in…	screen	method	human-agree	general	medium
doi:10.1021/acs.jchemed.5c00931	included		2025	Artificial Intelligence (AI)-Augmented “Living” Meta-Analyses toward…	synthesize	method	none	general	medium
doi:10.1021/acsami.5c08837	included		2025	AI-Assisted Tools for Scientific Review Writing: Opportunities and Ca…	report	system	benchmark	general	medium
doi:10.1021/acsenvironau.4c00042	included		2024	Evaluating GPT Models for Automated Literature Screening in Wastewate…	screen	evaluation	benchmark	med	medium
doi:10.1021/acsomega.5c04542	included		2025	The Landscape of Wearable Sensors and Automated Literature Analysis w…	synthesize	method	none	general	medium
doi:10.1027/2151-2604/a000509	included		2023	Reducing Literature Screening Workload With Machine Learning	screen	position	none	general	medium
doi:10.1038/s41415-023-6132-y	included		2023	Application ChatGPT in conducting systematic reviews and meta-analyses	meta	position	none	med	medium
doi:10.1038/s41432-026-01206-2	included		2026	From reviews to real-time: dynamic evidence in dentistry	synthesize	method	none	med	medium
doi:10.1038/s41467-025-62058-5	included		2025	A foundation model for human-AI collaboration in medical literature m…	end2end	system	human-agree	med	medium
doi:10.1038/s41467-025-62783-x	included		2025	Evidence triangulator: using large language models to extract and syn…	synthesize	system	benchmark	med	medium
doi:10.1038/s41598-022-05939-9	included		2022	Automated meta-analysis of the event-related potential (ERP) literatu…	synthesize	method	none	general	medium
doi:10.1038/s41598-025-99423-9	included		2025	Prompt engineering in ChatGPT for literature review: practical guide…	extract	guideline	benchmark	general	medium
doi:10.1038/s41746-023-00896-7	included		2023	Evaluating large language models on medical evidence summarization	synthesize	evaluation	human-agree	med	medium
doi:10.1038/s41746-024-01239-w	included		2024	Closing the gap between open source and commercial large language mod…	synthesize	evaluation	benchmark	med	medium
doi:10.1038/s41746-025-01457-w	included		2025	Language models for data extraction and risk of bias assessment in co…	extract	evaluation	human-agree	med	medium
doi:10.1038/s41746-025-01840-7	included		2025	Accelerating clinical evidence synthesis with large language models	end2end	system	human-agree	med	medium
doi:10.1038/s41746-025-02273-y	included		2025	Streamlining evidence based clinical recommendations with large langu…	end2end	system	human-agree	med	medium
doi:10.1038/s41746-026-02431-w	included		2026	Large language models in systematic review and meta-analysis of surgi…	end2end	evaluation	human-agree	med	medium
doi:10.1038/s42256-020-00287-7	included		2021	An open source machine learning framework for efficient and transpare…	screen	system	human-agree	general	medium
doi:10.1038/s44355-026-00068-w	included		2026	Closing the screening gap but not the writing gap: a two-topic evalua…	end2end	evaluation	human-agree	med	medium
doi:10.1038/s44387-026-00080-8	included		2026	AIM review tool: artificial intelligence for smarter systematic revie…	screen	system	benchmark	general	medium
doi:10.1042/cs20220494	included		2023	Systematic online living evidence summaries: emerging tools to accele…	end2end	system	none	med	medium
doi:10.1055/a-2890-8325	included		2026	On the utility of ChatGPT in conducting a literature review on deep l…	end2end	evaluation	human-agree	med	medium
doi:10.1073/pnas.2411962122	included		2025	Transforming literature screening: The emerging role of large languag…	screen	evaluation	human-agree	med	medium
doi:10.1080/00015385.2023.2231299	included		2023	Does the long-term administration of proton pump inhibitors increase…	end2end	method	none	med	medium
doi:10.1080/00015385.2023.2240120	included		2023	Prompting ChatGPT to perform an umbrella review	end2end	evaluation	none	med	medium
doi:10.1080/00332747.2025.2541531	included		2025	AI Tools in Academia: Evaluating NotebookLM as a Tool for Conducting…	synthesize	evaluation	none	med	medium
doi:10.1080/00472778.2021.1955125	included		2021	“Hasta la vista, baby” – will machine learning terminate human litera…	meta	position	none	general	medium
doi:10.1080/10447318.2026.2646419	included		2026	LitPilot: A Human-Centered Platform for Transparent and Interactive S…	end2end	system	none	general	medium
doi:10.1080/14737167.2023.2234639	included		2023	Can artificial intelligence separate the wheat from the chaff in syst…	screen	evaluation	human-agree	med	medium
doi:10.1080/14737167.2026.2691995	included		2026	REFLECTIVE-TIAB: cost-effective prompt optimization for large languag…	screen	method	benchmark	med	medium
doi:10.1080/14737167.2026.2695957	included		2026	Comparative landscape of artificial intelligence-assisted systematic…	meta	position	none	med	medium
doi:10.1080/17437199.2020.1716198	included		2020	Semi-Automated evidence synthesis in health psychology: current metho…	meta	position	none	med	medium
doi:10.1080/19345747.2023.2209079	included		2023	Choosing the Right Tool for the Job: Screening Tools for Systematic R…	screen	guideline	none	general	medium
doi:10.1080/26408066.2025.2548853	included		2025	Artificial Intelligence in Systematic Literature Reviews: Social Work…	synthesize	evaluation	human-agree	general	medium
doi:10.1080/2833373x.2025.2546791	included		2025	Large language models for data extraction in toxicology: implications…	extract	position	none	med	medium
doi:10.1086/713525	included		2021	Technology for Research Synthesis: An Application of Sociotechnical S…	meta	position	none	general	medium
doi:10.1093/asj/sjad093	included		2023	Truth or Lies? The Pitfalls and Limitations of ChatGPT in Systematic…	meta	position	none	med	medium
doi:10.1093/bioinformatics/btad542	included		2023	Towards precise PICO extraction from abstracts of randomized controll…	extract	method	benchmark	med	medium
doi:10.1093/ehjdh/ztag070	included		2026	Automated full-text screening and accelerated reviews using large lan…	screen	system	human-agree	med	medium
doi:10.1093/ejo/cjae011	included		2024	Enhancing systematic reviews in orthodontics: a comparative examinati…	search	evaluation	benchmark	med	medium
doi:10.1093/eurpub/ckaf072	included		2025	Evaluation of a large language model (ChatGPT) versus human researche…	appraise	evaluation	human-agree	med	medium
doi:10.1093/jamia/ocac066	included		2022	Automated medical literature screening using artificial intelligence:…	screen	evaluation	human-agree	med	medium
doi:10.1093/jamia/ocad036	included		2023	<i>EvidenceMap</i>: a three-level knowledge representation for medica…	extract	system	benchmark	med	medium
doi:10.1093/jamia/ocae166	included		2024	A question-answering framework for automated abstract screening using…	screen	method	benchmark	med	medium
doi:10.1093/jamia/ocae325	included		2025	Collaborative large language models for automated data extraction in…	extract	method	human-agree	med	medium
doi:10.1093/jamia/ocaf030	included		2025	Enhancing systematic literature reviews with generative artificial in…	end2end	system	benchmark	med	medium
doi:10.1093/jamia/ocaf050	included		2025	High-performance automated abstract screening with large language mod…	screen	evaluation	human-agree	med	medium
doi:10.1093/jamia/ocaf063	included		2025	The emergence of large language models as tools in literature reviews…	meta	position	none	med	medium
doi:10.1093/jamia/ocaf117	included		2025	Automated analyses of risk of bias and critical appraisal of systemat…	appraise	evaluation	human-agree	med	medium
doi:10.1093/jamia/ocag014	included		2026	Interactive active learning for literature screening: finetuning GPT…	screen	method	benchmark	med	medium
doi:10.1093/jamiaopen/ooac015	included		2022	Evaluation of publication type tagging as a strategy to screen random…	screen	evaluation	benchmark	med	medium
doi:10.1093/jamiaopen/ooac107	included		2023	Not so weak PICO: leveraging weak supervision for participants, inter…	extract	method	benchmark	med	medium
doi:10.1093/jamiaopen/ooae098	included		2024	<i>Literature search sandbox</i>: a large language model that generat…	search	system	benchmark	med	medium
doi:10.1093/jamiaopen/ooag043	included		2026	Zero-shot interpretable biomedical literature appraisal with generati…	appraise	evaluation	human-agree	med	medium
doi:10.1093/nsr/nwaf169	included		2025	Automated literature research and review-generation method based on l…	end2end	method	human-agree	general	medium
doi:10.1093/ofid/ofag401	included		2026	Efficacy of a Large Language Model Data Extraction System in Evidence…	extract	evaluation	human-agree	med	medium
doi:10.1093/pnasnexus/pgae461	included		2024	Artificial intelligence in food and nutrition evidence: The challenge…	meta	position	none	med	medium
doi:10.1097/cm9.0000000000003923	included		2026	Artificial intelligence-facilitated evidence-based medicine research…	meta	position	none	med	medium
doi:10.1097/fjc.0000000000001768	included		2025	Validation of Synthesa AI, a Large Language Model-Based Screening Too…	screen	evaluation	benchmark	med	medium
doi:10.1097/gox.0000000000005339	included		2023	The Utility of Artificial Intelligence for Systematic Reviews and Boo…	search	method	none	general	medium
