key	status	code	year	title	cluster	priority	relevance	url
doi:10.1145/1085099.1085112	candidate		2005	Translating curry to haskell system demo	functional-logic-search	high	Pure functional prototype demand-extends a logical-variable store while representing call-time choice with identity arguments	
doi:10.1007/978-3-540-76637-7_9	deep-read		2007	On a Tighter Integration of Functional and Logic Programming	functional-logic-search	critical	Branching information is a lazily extended partial map from stable shared OR references to chosen positions	
doi:10.1007/978-3-642-22531-4_1	candidate		2011	KiCS2: A New Compiler from Curry to Haskell	functional-logic-search	high	Compiler operationalizes stable choice IDs and an exhaustively branched ID-to-decision map over explicit lazy search trees	
t:implementingfunctionallogicprogramsbytranslationintopurelyfunctionalprograms	deep-read		2011	Implementing Functional Logic Programs by Translation into Purely Functional Programs	functional-logic-search	critical	Formal adequacy of lazy choice-tree compilation uses stable choice IDs and consistent assignments; the concrete search demand-extends a finite partial ID-to-branch map	https://d-nb.info/1020245336/34
doi:10.1145/2338965.2336771	candidate		2012	Memoized symbolic execution	compositional-symbolic-execution	high	Trie-based reuse of path constraints and outcomes across successive bounded symbolic-execution runs	
doi:10.1145/276393.276396	candidate		1998	Isomorph-free model enumeration	model-enumeration	high	Sound incremental enumeration of one representative per isomorphism class of relational models	
doi:10.1016/j.scico.2019.03.006	candidate		2019	Symbolic state space reduction with guarded terms for rewriting modulo SMT	merged-evaluation	high	Nested guarded terms merge symbolic rewrite states with simulation and bisimulation results	
doi:10.1145/3704849	candidate		2025	Finite-Choice Logic Programming	model-enumeration	high	Choice-based least-fixed-point semantics and a correct algorithm for exploring constrained solution spaces	
t:ondelayedchoiceexecutionforfalsification	deep-read		2008	On Delayed Choice Execution for Falsification	demand-driven	critical	Bounded exhaustive guarded-command execution postpones nondeterministic values until they are forced and proves visible-state preservation	https://infoscience.epfl.ch/server/api/core/bitstreams/fa02f0c5-b893-40a3-9522-1c074a9df2ff/content
doi:10.1016/j.scico.2011.04.001	candidate		2012	Symbolic execution of Reo circuits using constraint automata	model-based	high	Symbolic input-output relations for cyclic Reo constraint automata without enumerating graph-relative observations	
doi:10.1109/date.1999.761163	candidate		1999	Symbolic functional vector generation for VHDL specifications	hardware	medium	Coverage-oriented symbolic generation of VHDL functional vectors rather than exhaustive observation classes	
doi:10.1145/224538.224648	candidate		1995	Gated SSA-based demand-driven symbolic analysis for parallelizing compilers	demand-driven	high	On-demand backward symbolic substitution over gated SSA and control dependences	
doi:10.1017/s0956796805005666	candidate		2005	The logic of demand in Haskell	demand-semantics	high	Programming logic formalizes mixed lazy and pattern-matching demand in Haskell	
doi:10.1145/349299.349341	candidate		2000	Caching function calls using precise dependencies	selective-computation	high	Pure functional evaluation records precise dynamic dependencies for sound reusable function-call caching	
doi:10.1007/978-3-662-49122-5_10	deep-read		2016	Exact symbolic heap summaries	heap-symbolic-execution	critical	Summarizes null, fresh-object, alias, and uninitialized reference cases in guarded value sets and proves exact GSE control-flow correspondence by bisimulation	
doi:10.1145/3563344	candidate		2022	Symbolic execution for randomized programs	semantics	medium	Extends path symbolic execution with probabilistic variables and path probabilities beyond deterministic functions	
doi:10.1145/3547628	candidate		2022	Verified symbolic execution with Kripke specification monads (and no meta-programming)	semantics	high	Mechanized Kripke-monadic semantics and verification of symbolic execution	
doi:10.1007/s00165-020-00527-y	candidate		2021	Symbolic execution formally explained	semantics	high	Formal relational account of symbolic execution and its concrete correspondence	
doi:10.1007/978-3-642-33125-1_18	candidate		2012	Symbolic Learning of Component Interfaces	compositional-symbolic-execution	high	Learns reusable symbolic component interfaces from compositional executions	
doi:10.1016/j.scico.2013.09.019	candidate		2014	Formal semantics, modular specification, and symbolic verification of product-line behaviour	conditional-values	high	Formal symbolic semantics compactly verifies product-line behavior across configurations	
doi:10.1145/337292.337336	candidate		2000	Reliable verification using symbolic simulation with scalar values	hardware	high	Scalar-valued symbolic simulation merges circuit cases for reliable verification	
doi:10.1145/267959.269970	candidate		1997	A practical framework for demand-driven interprocedural data flow analysis	dataflow-analysis	medium	Demand-driven interprocedural dataflow queries with memoized partial results	
doi:10.1109/tc.2008.165	candidate		2009	A Recursive Paradigm to Solve Boolean Relations	decision-diagrams	high	Recursive decomposition solves and represents Boolean relations with don't-care structure	
doi:10.1145/2970276.2970322	candidate		2016	On essential configuration complexity: measuring interactions in highly-configurable systems	conditional-values	medium	Measures configuration interactions after variational execution exposes essential behavioral differences	
doi:10.1016/s0743-1066(98)10029-8	candidate		1999	An approach to declarative programming based on a rewriting logic	semantics	medium	Foundational rewriting-logic account of lazy functional-logic computation	
doi:10.1007/3-540-17220-3_1	candidate		1987	Term-rewriting implementation of equational logic programming	semantics	medium	Term-rewriting implementation lineage for equational logic programming	
doi:10.1007/978-3-030-99336-8_4	candidate		2022	Extracting total Amb programs from proofs	functional-logic-search	medium	Extracts total programs with countable nondeterministic Amb search from proofs	
doi:10.1145/3314221.3314618	candidate		2019	Lazy counterfactual symbolic execution	demand-driven	high	Lazily explores counterfactual executions only when policy checks require them	
doi:10.15760/etd.3564	deep-read		2023	Implementing a Functional Logic Programming Language via the Fair Scheme	functional-logic-search	high	Expanded formalization and implementation of the Fair Scheme; proves value preservation and needed-step optimality but not duplicate-free projected enumeration	
doi:10.1145/1993316.1993533	excluded	E6-out-of-scope-model	2011	Evaluating value-graph translation validation for LLVM	dataflow-analysis	medium	Translation validation over LLVM value graphs without symbolic observation enumeration	
doi:10.1016/0304-3975(94)00172-f	excluded	E6-out-of-scope-model	1995	Symbolic bisimulations	semantics	medium	Symbolic bisimulation for value-passing processes rather than deterministic graph evaluation	
doi:10.1145/3660825	excluded	E4-application-only	2024	Natural Symbolic Execution-Based Testing for Big Data Analytics	symbolic-execution	medium	Application-specific prioritization of natural concrete tests over conventional symbolic paths	
doi:10.1017/s095679680400509x	excluded	E6-out-of-scope-model	2004	FUNCTIONAL PEARL Concurrent distinct choices	functional-logic-search	medium	Programming pearl constructs injective concurrent choices rather than enumerating demanded choice assignments	
doi:10.1007/978-3-319-14125-1_12	deep-read		2014	Compiling a Functional Logic Language: The Fair Scheme	functional-logic-search	critical	Fair work-queue evaluation with consistent choice fingerprints proves value preservation and needed-step optimality; eventual production is conjectural in the extended paper	
doi:10.1007/978-3-319-63139-4_6	screened		2017	A New Functional-Logic Compiler for Curry: Sprite	functional-logic-search	high	Operational Fair Scheme implementation uses a computation queue and fingerprints mapping choice identifiers to left right or either	
doi:10.1017/s1471068422000187	candidate		2022	From Logic to Functional Logic Programs	functional-logic-search	medium	Historical and semantic bridge from logic programming to demand-driven functional logic computation	
doi:10.3990/1.9789064642739	candidate		2008	Testing reactive systems with data : enumerative methods and constraint solving	model-based	medium	Separates enumerated reactive behavior from constraint-solved data during reusable conformance-test generation	
legacy:darbari2006ste	candidate		2006		hardware	medium	Enumerates symmetry-class representatives of STE properties rather than graph-relative selection observations	https://www.cs.ox.ac.uk/tom.melham/phd/Darbari-2007-SRS.pdf
doi:10.1145/244795.244800	candidate		1997	Abstract interpretation of reactive systems	abstract-interpretation	medium	Property-preserving abstract interpretation constructs reduced models of nondeterministic reactive systems	
doi:10.2172/1078549	excluded	E6-out-of-scope-model	2013	Compositional Dataflow Via Abstract Transition Systems	dataflow-analysis	medium	Compositional compiler dataflow analysis via abstract transition systems without concrete-input observation enumeration	
doi:10.1007/978-3-642-29822-6_5	candidate		2012	Compiling a Functional Logic Language: The Basic Scheme	functional-logic-search	high	Direct precursor compiles needed graph reduction but uses an incomplete left-biased root-choice policy	
doi:10.1145/566172.566191	deep-read		2002	Korat	model-enumeration	critical	Predicate-access-guided bounded exhaustive generation prunes suffixes and canonicalizes heap-shaped test inputs	
doi:10.1007/3-540-36577-x_40	candidate		2003	Generalized Symbolic Execution for Model Checking and Testing	symbolic-execution	high	Generalized symbolic execution lazily initializes complex inputs at first access	
doi:10.1109/ase.2006.26	candidate		2006	Bogor/Kiasan: A k-bounded Symbolic Execution for Checking Strong Heap Properties of Open Systems	symbolic-execution	high	Bounded symbolic execution lazily initializes heap structures and primitive fields for exhaustive checking	
doi:10.1109/ase.2001.989796	candidate		2001	Identification of high-level concept clones in source code	model-enumeration	medium	SAT-based specification-driven generation of structurally distinct bounded test inputs	
doi:10.1145/1806799.1806835	candidate		2010	Test generation through programming in UDITA	model-enumeration	high	Systematically executes nondeterministic test-generation programs using delayed choice and predicate-guided pruning	
legacy:gvero2015search	candidate		2015		model-enumeration	medium	Synthesizes code and test inputs using search-space pruning including UDITA delayed-choice execution	https://infoscience.epfl.ch/bitstreams/e7ca765e-c7a1-486f-a8a3-4cd4fd3fa07c/download
