key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
doi:10.1002/0471786411.ch8	excluded	E7-secondary-or-insubstantial	2006	Sequential Circuit Design: Principle						low	This textbook chapter explains principles of sequential-circuit design rather than presenting primary verification research.	https://doi.org/10.1002/0471786411.ch8
doi:10.1002/0471786411.ch9	excluded	E7-secondary-or-insubstantial	2006	Sequential Circuit Design: Practice						low	The sequential-circuit-design practice chapter is instructional.	https://doi.org/10.1002/0471786411.ch9
doi:10.1002/0471786411.fmatter	excluded	E7-secondary-or-insubstantial	2006	Frontmatter						low	This is book frontmatter and contains no primary technical contribution.	https://doi.org/10.1002/0471786411.fmatter
doi:10.1002/0471786411.index	excluded	E7-secondary-or-insubstantial	2006	Topic Index						low	A topic index is not a research work.	https://doi.org/10.1002/0471786411.index
doi:10.1002/0471786411.refs	excluded	E7-secondary-or-insubstantial	2006	References						low	A references section is not a standalone primary technical contribution.	https://doi.org/10.1002/0471786411.refs
doi:10.1002/9781394438532.ch11	excluded	E7-secondary-or-insubstantial	2026	Video Monitor Hardware						low	This instructional chapter describes video-monitor hardware and contains no primary symbolic verification technique.	https://doi.org/10.1002/9781394438532.ch11
doi:10.1002/9781394438532.ch4	excluded	E7-secondary-or-insubstantial	2026	Controller Hardware Structures						low	This book chapter explains controller hardware structures for distributed control systems and is not a primary symbolic-execution result.	https://doi.org/10.1002/9781394438532.ch4
doi:10.1002/aic.16489	excluded	E7-secondary-or-insubstantial	2018	The promise of artificial intelligence in chemical engineering: Is it here, finally?						low	This perspective discusses the promise of AI in chemical engineering and is unrelated secondary commentary.	https://doi.org/10.1002/aic.16489
doi:10.1002/cta.2296	excluded	E7-secondary-or-insubstantial	2016	Embedded electronic circuits for cryptography, hardware security and true random number generation: an overview						low	This overview of cryptographic circuits and hardware security is secondary literature.	https://doi.org/10.1002/cta.2296
doi:10.1002/essoar.10512333.1	excluded	E6-out-of-scope-artifact	2022	Automated Symbolic Upscaling: Model Generation for Extended Applicability Regimes, Part 2						low	Automated symbolic upscaling concerns scientific model generation, not execution of a digital circuit.	https://doi.org/10.1002/essoar.10512333.1
doi:10.1002/rob.20147	excluded	E6-out-of-scope-artifact	2006	Stanley: The robot that won the DARPA Grand Challenge						low	Stanley is an autonomous robot system, not digital-hardware verification research.	https://doi.org/10.1002/rob.20147
doi:10.1002/stvr.456	excluded	E7-secondary-or-insubstantial	2011	A taxonomy of model‐based testing approaches						low	A taxonomy of model-based testing approaches is secondary literature and contributes no hardware symbolic-execution system.	https://doi.org/10.1002/stvr.456
doi:10.1006/jcss.1998.1581	excluded	E6-out-of-scope-artifact	1998	What's Decidable about Hybrid Automata?						low	This is decidability theory for hybrid automata, without a digital hardware execution artifact.	https://doi.org/10.1006/jcss.1998.1581
doi:10.1007/0-306-47016-0_3	excluded	E7-secondary-or-insubstantial		RTL Methodology Basics						low	The RTL methodology basics chapter is instructional background.	https://doi.org/10.1007/0-306-47016-0_3
doi:10.1007/0-306-47016-0_4	excluded	E7-secondary-or-insubstantial		RTL Logic Simulation						low	This book chapter covers ordinary RTL logic simulation, not primary symbolic-execution research.	https://doi.org/10.1007/0-306-47016-0_4
doi:10.1007/0-306-47016-0_5	excluded	E7-secondary-or-insubstantial		RTL Formal Verification						low	This generic RTL formal-verification book chapter is not an identifiable primary technical contribution.	https://doi.org/10.1007/0-306-47016-0_5
doi:10.1007/0-306-47016-0_6	excluded	E7-secondary-or-insubstantial		Verifiable RTL Style						low	The verifiable-RTL-style chapter is design guidance rather than primary research.	https://doi.org/10.1007/0-306-47016-0_6
doi:10.1007/0-306-47016-0_8	excluded	E7-secondary-or-insubstantial		Verifiable RTL Tutorial						low	This verifiable RTL tutorial is explicitly instructional.	https://doi.org/10.1007/0-306-47016-0_8
doi:10.1007/0-306-47016-0_9	excluded	E7-secondary-or-insubstantial		Principles of Verifiable RTL Design						low	The book chapter states principles of verifiable RTL design but is not a primary symbolic-execution mechanism.	https://doi.org/10.1007/0-306-47016-0_9
doi:10.1007/0-306-47631-2_10	excluded	E7-secondary-or-insubstantial		Principles of Verifiable RTL Design						low	“Principles of Verifiable RTL Design” is an instructional chapter and does not identify a standalone symbolic-execution contribution.	https://doi.org/10.1007/0-306-47631-2_10
doi:10.1007/0-306-47631-2_4	excluded	E7-secondary-or-insubstantial		RTL Methodology Basics						low	The RTL-methodology basics chapter is background material, not a primary technical work.	https://doi.org/10.1007/0-306-47631-2_4
doi:10.1007/0-306-47631-2_5	excluded	E7-secondary-or-insubstantial		RTL Logic Simulation						low	This book chapter on RTL logic simulation is instructional and no primary symbolic mechanism is specified.	https://doi.org/10.1007/0-306-47631-2_5
doi:10.1007/0-306-47631-2_6	excluded	E7-secondary-or-insubstantial		RTL Formal Verification						low	This generic RTL formal-verification book chapter is instructional and does not identify a standalone symbolic executor.	https://doi.org/10.1007/0-306-47631-2_6
doi:10.1007/0-306-47631-2_7	excluded	E7-secondary-or-insubstantial		Verifiable RTL Style						low	This book chapter teaches a verifiable RTL coding style rather than presenting a primary verification system.	https://doi.org/10.1007/0-306-47631-2_7
doi:10.1007/0-306-47631-2_9	excluded	E7-secondary-or-insubstantial		Verifiable RTL Tutorial						low	The verifiable-RTL tutorial is instructional material and lacks an independent symbolic-execution contribution.	https://doi.org/10.1007/0-306-47631-2_9
doi:10.1007/0-306-47652-5_2	excluded	E7-secondary-or-insubstantial		Fundamentals of SystemC						low	This fundamentals chapter introduces SystemC rather than presenting primary symbolic execution research.	https://doi.org/10.1007/0-306-47652-5_2
doi:10.1007/0-306-47658-4_19	excluded	E4-analog-physical-or-postsilicon		Verilog-A and Verilog-MS						low	Verilog-A and Verilog-MS describe analog and mixed-signal systems, and this chapter is outside the survey's digital artifact boundary.	https://doi.org/10.1007/0-306-47658-4_19
doi:10.1007/0-387-25745-4_4	excluded	E2-formal-hardware-without-execution		A Generic Model Execution Platform for the Design of Hardware and Software						low	A generic UML model-execution platform spanning hardware and software does not, on the available record, execute a digital design over symbolic inputs or states.	https://doi.org/10.1007/0-387-25745-4_4
doi:10.1007/0-387-28965-8_17	excluded	E7-secondary-or-insubstantial		Tutorial IV: Nios II Processor Hardware Design						low	This Nios II design tutorial is rapid-prototyping instruction and not primary symbolic-execution research.	https://doi.org/10.1007/0-387-28965-8_17
doi:10.1007/0-387-29906-8	excluded	E3-symbolic-method-without-path-execution	2006	Scalable Hardware Verification with Symbolic Simulation						low	Final selective-lineage review excludes Scalable Hardware Verification with Symbolic Simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-29906-8
doi:10.1007/0-387-29906-8_1	excluded	E7-secondary-or-insubstantial		Introduction						low	A generic introductory book chapter is not a standalone primary technical contribution.	https://doi.org/10.1007/0-387-29906-8_1
doi:10.1007/0-387-29906-8_2	excluded	E7-secondary-or-insubstantial		Design and Verification of Digital Systems						low	This general book chapter on digital-system design and verification is not an identifiable primary symbolic method.	https://doi.org/10.1007/0-387-29906-8_2
doi:10.1007/0-387-29906-8_3	excluded	E3-symbolic-method-without-path-execution		Symbolic Simulation						low	Final selective-lineage review excludes Symbolic Simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-29906-8_3
doi:10.1007/0-387-29906-8_4	excluded	E3-symbolic-method-without-path-execution		Compacting Intermediate States						low	Final selective-lineage review excludes Compacting Intermediate States: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-29906-8_4
doi:10.1007/0-387-29906-8_5	excluded	E3-symbolic-method-without-path-execution		Approximate Simulation						low	Final selective-lineage review excludes Approximate Simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-29906-8_5
doi:10.1007/0-387-29906-8_6	excluded	E3-symbolic-method-without-path-execution		Exact Parametrizations						low	Final selective-lineage review excludes Exact Parametrizations: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-29906-8_6
doi:10.1007/0-387-29906-8_7	excluded	E7-secondary-or-insubstantial		Conclusion						low	A generic “Conclusion” chapter is insubstantial metadata and cannot be a primary contribution.	https://doi.org/10.1007/0-387-29906-8_7
doi:10.1007/0-387-30864-4_3	excluded	E7-secondary-or-insubstantial		Overview of SystemC						low	An overview chapter on SystemC is instructional background without a primary symbolic-execution mechanism.	https://doi.org/10.1007/0-387-30864-4_3
doi:10.1007/0-387-97226-9_21	excluded	E3-symbolic-method-without-path-execution	1990	Verification of synchronous circuits by symbolic logic simulation						low	Final selective-lineage review excludes Verification of synchronous circuits by symbolic logic simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1007/0-387-97226-9_21
doi:10.1007/1-4020-0613-6_18741	excluded	E7-secondary-or-insubstantial	2000	symbolic execution						low	This encyclopedia-style entry titled only “symbolic execution” is secondary reference material, not a primary contribution.	https://doi.org/10.1007/1-4020-0613-6_18741
